RM_ERRECHNETE_RAUMTEMPERATUR_DSP_POINT_ID_Value,RM_RBG_RAUMTEMPERATUR_POINT_ID_Value,RM_ANSTEUERUNG_DSP_VENTIL_POINT_ID_Value,DSP_FLOOR_DISTRIBUTOR_DURCHFLUSS_EQUIPMENT_ID_Value,DSP_FLOOR_DISTRIBUTOR_RUECKLAUFTEMPERATUR_EQUIPMENT_ID_Value,DSP_FLOOR_DISTRIBUTOR_VORLAUFTEMPERATUR_EQUIPMENT_ID_Value,DSP_FLOOR_DISTRIBUTOR_LEISTUNG_EQUIPMENT_ID_Value,DSP_HK_CIRCUIT_DURCHFLUSS_EQUIP_ID_Value,DSP_HK_CIRCUIT_LEISTUNG_EQUIP_ID_Value,DSP_KK_CIRCUIT__24A1_AUSSENTEMPERATUR_EQUIP_ID_Value,DSP_KK_CIRCUIT_DS_VL_TEMPERATUR_EQUIP_ID_Value,DSP_KK_CIRCUIT_DS_RL_TEMPERATUR_EQUIP_ID_Value,DSP_KK_CIRCUIT_DS_VENTIL_V2_MISCHVENTIL__EQUIP_ID_Value,sunhour_value,timestamp
20,"23,006136",0,0,"27,32","33,44",0,"2,2840002","8,900001","-0,8012225","36,114746","32,604805","99,91072",0,2021-03-01 00:00:00+00:00
20,"22,902065",0,0,"27,279999","33,18",0,"2,2800002","9,6","-0,9206198","36,539986","32,70997","99,91072",0,2021-03-01 00:15:00+00:00
20,"22,902065",0,0,"27,25","33,34",0,"2,2800002","6,8","-1,0425425","35,707016","32,91766","99,91072",0,2021-03-01 00:30:00+00:00
20,"22,902065",0,0,"27,24","33,469997",0,"2,252","7,4","-1,0680292","36,01266","32,91476","99,91072",0,2021-03-01 00:45:00+00:00
20,"22,902065",0,0,"27,21","33,329998",0,"2,301","9,5","-1,1593397","36,64458","32,813126","99,91072",0,2021-03-01 01:00:00+00:00
20,"22,698595",0,0,"27,15","33,26",0,"2,2800002","8,8","-1,2559434","36,436962","33,025482","99,91072",0,2021-03-01 01:15:00+00:00
20,"22,698595",0,0,"27,13","33,46",0,"1,9590001","5,4","-1,3404697","36,035225","33,444283","99,91072",0,2021-03-01 01:30:00+00:00
22,"22,698595","15,070248",0,"27,13","33,68",0,"2,0440001","7,1","-1,4420586","36,751175","33,343506","99,91072",0,2021-03-01 01:45:00+00:00
22,"22,698595","15,070248","0,83400005","24,4","34,29","9,5","3,16","15,7","-1,4686124","34,658733","29,807425","99,91072",0,2021-03-01 02:00:00+00:00
22,"22,698595","15,070248","1,171","27,21","33,5","8,3","3,4","14,6","-1,5905209","33,91576","30,018568","99,91072",0,2021-03-01 02:15:00+00:00
22,"22,698595","15,070248","1,176","28,81","33,329998","6,2000003","3,4390001","11,900001","-1,7548085","33,723106","30,436636","99,91072",0,2021-03-01 02:30:00+00:00
22,"22,698595","15,070248","1,1880001",29,"34,02",7,"3,4410002","13,7","-1,8610222","34,445175","30,644278","99,91072",0,2021-03-01 02:45:00+00:00
22,"22,698595","15,070248","1,1650001","29,23","34,82","7,4","3,413","16,5","-1,9154608","35,15195","30,755884","99,91072",0,2021-03-01 03:00:00+00:00
22,"22,698595","15,070248","1,176","29,56","34,62","6,5","3,4480002","15,5","-1,9674149","34,943016","30,957216","99,91072",0,2021-03-01 03:15:00+00:00
22,"22,698595","15,070248","1,176","29,66","33,79","5,5","3,5180001",12,"-2,0456438","34,129642","30,954325","99,91072",0,2021-03-01 03:30:00+00:00
22,"22,698595","15,070248","1,1880001","29,56","34,079998","6,3","3,4800003","12,6","-2,0700467","34,462273","30,954325","99,91072",0,2021-03-01 03:45:00+00:00
22,"22,698595","15,070248","1,1960001","29,55","34,94","7,4","3,44","15,900001","-2,2588146","35,20358","31,064842","99,91072",0,2021-03-01 04:00:00+00:00
22,"22,698595","15,070248","1,1830001","29,75","35,05","7,1","3,6000001","17,6","-2,364363","35,307747","30,660147","99,91072",0,2021-03-01 04:15:00+00:00
22,"22,698595","15,070248","1,1880001","29,82","34,12","5,5","3,6000001","14,6","-2,4528184","34,46926","30,862835","99,91072",0,2021-03-01 04:30:00+00:00
22,"22,899485","5,0257683","1,195","29,72","33,63","5,5","3,64",12,"-2,4720287","33,94451","30,86283","99,91072",0,2021-03-01 04:45:00+00:00
22,"22,899485","5,0257683","1,1040001","29,65","35,53","7,4","3,5600002","19,800001","-2,4730303","35,837513","30,864641","99,91072",0,2021-03-01 05:00:00+00:00
22,"22,899485","5,0257683","1,0940001","30,199999","34,82","5,7000003","3,6000001","15,900001","-2,6261523","35,3099","31,277336","99,91072",0,2021-03-01 05:15:00+00:00
22,"22,899485","5,0257683","1,103","30,119999","34,53","5,7000003","3,5230002","13,6","-2,6762547","34,887726","31,275366","99,91072",0,2021-03-01 05:30:00+00:00
22,"22,899485","5,0257683","1,092","30,039999","35,2","6,6","3,4480002","15,7","-2,690819","35,52","31,275366","99,91072",0,2021-03-01 05:45:00+00:00
22,"22,899485","5,0257683","1,092","30,17","35,82",7,"3,4570003","18,5","-2,635889","36,16054","31,376732","99,91072",0,2021-03-01 06:00:00+00:00
22,"22,899485","5,0257683","1,0940001","30,429998","35,26",6,"3,6000001","17,300001","-2,4119785","35,73585","31,382267","99,91072",0,2021-03-01 06:15:00+00:00
22,"22,899485","5,0257683","1,092","30,31","34,34","5,2000003","3,5200002","12,2","-2,0010374","34,602097","31,376732","99,91072",0,2021-03-01 06:30:00+00:00
22,"22,899485","5,0257683","1,1040001","30,119999","35,82","7,3","3,4480002","17,800001","-1,5139104","36,164307","31,382269","99,91072",0,2021-03-01 06:45:00+00:00
22,"23,000309",0,"1,092","30,47","35,78","6,8","3,4420002","17,6","-1,0728914","36,173386","31,48067","99,91072","0,5",2021-03-01 07:00:00+00:00
22,"23,204624",0,"1,1110001","30,66","34,45","4,8","3,4830003","12,2","-0,60287917","34,907127","31,69185","99,91072","0,5",2021-03-01 07:15:00+00:00
22,"23,406605",0,"0,84000003","30,3","35,399998",5,"3,1200001","12,8","0,20766181","35,648457","31,897774","99,91072","0,5",2021-03-01 07:30:00+00:00
22,"23,512241",0,"0,42000002","30,47","36,309998","2,7","2,68","13,400001","1,1713641","36,668354","32,21148","99,91072","0,5",2021-03-01 07:45:00+00:00
22,"23,720997",0,"0,26000002","30,289999","35,44","1,4","2,5600002","10,400001","1,8037702","35,936275","32,417706","99,91072",1,2021-03-01 08:00:00+00:00
22,"23,924057",0,"0,264","29,929998","35,309998","1,6","2,5600002","8,1","2,6329613","35,595993","32,63306","99,91072",1,2021-03-01 08:15:00+00:00
22,"24,228605",0,"0,264","29,97","36,34","1,9","2,552",11,"3,3973413","36,541878","32,526363","99,91072",1,2021-03-01 08:30:00+00:00
22,"24,228605",0,"0,26500002","29,89","36,649998",2,"2,5200002","12,2","4,2968764","36,961746","32,63661","99,91072",1,2021-03-01 08:45:00+00:00
22,"24,433527",0,"0,25500003","30,05","35,39","1,5","2,5600002","8,8","5,153589","35,807796","32,83954","99,91072",1,2021-03-01 09:00:00+00:00
22,"24,535336",0,"0,25500003","30,199999","35,77","1,6","2,5200002","8,400001","5,602921","36,01873","32,839542","99,91072",1,2021-03-01 09:15:00+00:00
22,"24,743866",0,"0,259","30,16","36,35","1,8000001","2,5200002","11,1","6,354552","36,63107","32,734653","99,91072",1,2021-03-01 09:30:00+00:00
22,"24,845392",0,"0,25100002","30,119999","35,469997","1,5","2,5210001",8,"7,2161055","35,812077","32,945415","99,91072",1,2021-03-01 09:45:00+00:00
22,"25,051432",0,"0,091000006","30,09","36,149998","0,6","2,3600001","8,1","7,605974","36,435978","33,153156","99,91072",1,2021-03-01 10:00:00+00:00
22,"25,2532",0,"0,096","29,26","36,57","0,8","2,3930001","9,6","8,329335","36,85559","33,153156","99,91072",1,2021-03-01 10:15:00+00:00
22,"25,2532",0,"0,096","29,22","36,36","0,7","2,3600001","9,400001","8,962754","36,85559","33,259438","99,91072",1,2021-03-01 10:30:00+00:00
22,"25,354836",0,"0,096","29,07","35,989998","0,7",2,"5,6","9,575908","36,341057","33,68081","99,91072",1,2021-03-01 10:45:00+00:00
22,"25,456589",0,"0,095000006","29,01","36,46","0,8","2,009","6,4","10,034983","36,751175","33,679897","99,91072",1,2021-03-01 11:00:00+00:00
22,"25,456589",0,0,"28,91","35,87",0,"1,8800001","7,4","10,551318","36,85831","33,46255","81,71793",1,2021-03-01 11:15:00+00:00
22,"25,560236",0,0,"28,76","35,489998",0,"1,8000001","6,2000003","10,807451","35,594803","32,930447","74,35475",1,2021-03-01 11:30:00+00:00
22,"25,560236",0,0,"28,64","35,059998",0,"0,9990001","3,2","11,319041","34,24956","32,727955","48,500053",1,2021-03-01 11:45:00+00:00
22,"25,662022",0,0,"28,529999","34,559998",0,"0,17300001","1,3000001","11,907705","33,00138","31,999962","17,065466",1,2021-03-01 12:00:00+00:00
22,"25,662022",0,0,"28,449999","33,85",0,0,0,"12,170152","31,32054","31,065557",0,1,2021-03-01 12:15:00+00:00
22,"25,662022",0,0,"28,4","33,05",0,0,0,"12,034616","30,481216","30,124706","5,377458",1,2021-03-01 12:30:00+00:00
22,"25,762526",0,0,"28,34","32,39",0,0,0,"12,398051","29,86496","29,600222","12,046866",1,2021-03-01 12:45:00+00:00
22,"25,762526",0,0,"28,289999","31,82",0,0,0,"12,811891","29,447422","29,186749","0,3462342",1,2021-03-01 13:00:00+00:00
22,"25,762526",0,0,"28,22","31,32",0,0,0,"13,016437","29,134417","28,874294","0,3462342",1,2021-03-01 13:15:00+00:00
22,"25,762526",0,0,"28,13","30,91",0,0,0,"12,930354","29,034147","28,76689","0,3462342",1,2021-03-01 13:30:00+00:00
22,"25,762526",0,0,"28,05","30,57",0,0,0,"12,906893","28,820595","28,661694","0,3462342",1,2021-03-01 13:45:00+00:00
22,"25,762526",0,0,"27,97","30,26",0,0,0,"13,171007","28,720423","28,559525","0,3462342",1,2021-03-01 14:00:00+00:00
22,"25,762526",0,0,"27,88","29,98",0,0,0,"13,294715","28,720423","28,455761","0,3462342",1,2021-03-01 14:15:00+00:00
22,"25,762526",0,0,"27,779999","29,72",0,0,0,"13,658208","28,612993","28,349031","0,3462342",1,2021-03-01 14:30:00+00:00
22,"25,762526",0,0,"27,699999","29,529999",0,0,0,"13,5419235","28,407629","28,248579","0,3462342",1,2021-03-01 14:45:00+00:00
22,"25,661224",0,0,"27,609999","29,32",0,0,0,"13,602578","28,407629","28,248579","0,3462342",1,2021-03-01 15:00:00+00:00
22,"25,559317",0,0,"27,51","29,109999",0,0,0,"13,607594","28,301794","28,141598","0,3462342",1,2021-03-01 15:15:00+00:00
22,"25,559317",0,0,"27,42","28,939999",0,0,0,"13,295969","28,19504","28,037363","0,3462342",1,2021-03-01 15:30:00+00:00
22,"25,45634",0,0,"27,32","28,779999",0,0,0,"13,213666","28,296366","28,14316","0,3462342",1,2021-03-01 15:45:00+00:00
22,"25,354044",0,0,"27,24","28,619999",0,0,0,"12,953444","28,406553","28,247866","0,3462342",1,2021-03-01 16:00:00+00:00
22,"25,247837",0,0,"27,16","28,49",0,0,0,"12,57089","28,511765","28,247866","9,778153",1,2021-03-01 16:15:00+00:00
22,"25,247837",0,0,"27,06","28,359999",0,"0,133","2,5","12,345471","29,54443","28,353024","24,04521",1,2021-03-01 16:30:00+00:00
22,"25,141485",0,0,"26,98","28,25",0,"0,17300001","2,2","12,156268","30,28469","29,07896","25,0396",1,2021-03-01 16:45:00+00:00
22,"24,932037",0,0,"26,9","28,349998",0,"0,657","3,1000001","11,498412","31,117624","29,497374","49,162117","0,533333333333333",2021-03-01 17:00:00+00:00
22,"24,831692",0,0,"26,81","29,039999",0,"1,3130001","4,7000003","10,985157","32,56884","30,230366","79,42375","0,533333333333333",2021-03-01 17:15:00+00:00
22,"24,731432",0,0,"26,74","30,51",0,"1,72","7,2000003","10,609212","34,965656","31,270636","87,83913","0,533333333333333",2021-03-01 17:30:00+00:00
22,"24,731432",0,0,"26,66","31,449999",0,"1,766",6,"10,15084","35,700794","32,423885",100,"0,533333333333333",2021-03-01 17:45:00+00:00
22,"24,629753",0,0,"26,599998","32,469997",0,"1,7580001","5,1","9,852211","36,018726","33,153156",100,0,2021-03-01 18:00:00+00:00
22,"24,629753",0,"0,010000001","26,59","35,29",0,"1,7450001","6,4","9,46218","36,751175","33,261005",100,0,2021-03-01 18:15:00+00:00
22,"24,526243",0,"0,08400001","26,48","36,23","0,8","1,858","7,5","8,966589","36,841026","33,15424",100,0,2021-03-01 18:30:00+00:00
20,"24,218489",0,0,"25,99","35,77",0,"1,7850001","4,9","8,683465","36,113983","33,467224",100,0,2021-03-01 18:45:00+00:00
20,"24,218489",0,0,"25,93","35,39",0,"1,7300001",6,"8,357959","36,926125","33,575123",100,0,2021-03-01 19:00:00+00:00
20,"24,111837",0,0,"25,9","35,079998",0,"1,7650001","6,2000003","8,139697","37,146698","33,781784",100,0,2021-03-01 19:15:00+00:00
20,"24,011692",0,0,"25,92","34,98",0,"1,7950001","4,6","7,5191684","36,621464","34,095688",100,0,2021-03-01 19:30:00+00:00
20,"24,011692",0,0,"26,06","34,91",0,"1,769","5,9","7,0827417","37,35883","33,890415",100,0,2021-03-01 19:45:00+00:00
20,"24,011692",0,0,"26,189999","34,76",0,"1,774","6,6","6,4743423","37,565132","33,99195",100,0,2021-03-01 20:00:00+00:00
20,"23,908815",0,0,"26,3","34,84",0,"1,7590001","4,5","5,800929","36,728134","34,20206",100,0,2021-03-01 20:15:00+00:00
20,"23,7058",0,0,"26,43","34,85",0,"1,7600001","5,6","5,27468","37,240147","34,098427",100,0,2021-03-01 20:30:00+00:00
20,"23,7058",0,0,"26,51","34,62",0,"1,761","6,9","4,817394","37,76244","34,09677",100,0,2021-03-01 20:45:00+00:00
20,"23,7058",0,0,"26,57","34,71",0,"1,7600001","4,8","4,257401","36,93114","34,30848",100,0,2021-03-01 21:00:00+00:00
20,"23,604994",0,0,"26,66","34,829998",0,"1,8000001","5,3","3,8820894","37,145313","34,308475",100,0,2021-03-01 21:15:00+00:00
20,"23,604994",0,0,"26,75","34,63",0,"1,761","6,6","3,4317598","37,661907","34,09677",100,0,2021-03-01 21:30:00+00:00
20,"23,503895",0,0,"26,76","34,59",0,"1,7600001","5,8","3,2019844","37,25583","34,207184",100,0,2021-03-01 21:45:00+00:00
20,"23,503895",0,0,"26,83","34,719997",0,"1,7600001","4,8","2,9266453","37,04306","34,30848",100,0,2021-03-01 22:00:00+00:00
20,"23,503895",0,0,"26,88","34,66",0,"1,7750001","6,4","2,5598884","37,45982","34,09677",100,0,2021-03-01 22:15:00+00:00
20,"23,402317",0,0,"26,92","34,5",0,"1,9590001","7,1","2,2514205","36,819275","33,358444",100,0,2021-03-01 22:30:00+00:00
20,"23,402317",0,0,"26,939999","34,16",0,"2,1200001","6,5","1,9935275","34,83807","31,871756",100,0,2021-03-01 22:45:00+00:00
20,"23,402317",0,0,"26,97","33,68",0,"2,1200001","7,6","1,9523176","35,674698","32,397682",100,0,2021-03-01 23:00:00+00:00
20,"23,298164",0,0,"26,97","33,469997",0,"1,7950001","7,3","1,7036048","36,833096","32,91947",100,0,2021-03-01 23:15:00+00:00
20,"23,193897",0,0,"26,949999","33,809998",0,"1,7850001","5,3","1,3927106","36,510773","33,653667",100,0,2021-03-01 23:30:00+00:00
20,"23,193897",0,0,"26,96","34,16",0,"1,7600001","4,9","1,2478249","36,721703","33,967896",100,0,2021-03-01 23:45:00+00:00
20,"23,193897",0,0,"26,96","34,23",0,"1,7590001","6,5","1,0229216","37,45982","33,862637",100,0,2021-03-02 00:00:00+00:00
20,"23,193897",0,0,"26,939999","34,14",0,"1,8000001","6,1","0,87156785","37,245277","33,63551",100,0,2021-03-02 00:15:00+00:00
20,"23,09009",0,0,"26,97","34,09",0,"2,1200001","6,1","0,6686834","35,169262","32,40566",100,0,2021-03-02 00:30:00+00:00
20,"23,09009",0,0,"26,99","33,67",0,"2,16","7,8","0,45524314","36,11996","32,720516",100,0,2021-03-02 00:45:00+00:00
20,"23,09009",0,0,"26,99","33,45",0,"1,9200001","8,1","0,30053294","36,754284","32,821304",100,0,2021-03-02 01:00:00+00:00
20,"22,985674",0,0,"26,96","33,68",0,"1,8000001","5,1","0,1357161","36,341957","33,545757",100,0,2021-03-02 01:15:00+00:00
20,"22,985674",0,0,"26,98","34,02",0,"1,84","5,6","0,049988538","36,856316","33,85998",100,0,2021-03-02 01:30:00+00:00
22,"22,985674","0,7163048",0,"26,97","33,93",0,"1,9200001","7,6","0,042963315","37,278717","33,54686",100,0,2021-03-02 01:45:00+00:00
22,"22,985674","6,0082436","0,499","24,47","34,719997","5,7000003","2,68","11,2","-0,13776052","35,048317","31,272528",100,0,2021-03-02 02:00:00+00:00
22,"22,879835","6,0082436","0,623","27,65","33,489998","4,1","2,8400002","9,5","-0,24905813","33,816277","30,706161",100,0,2021-03-02 02:15:00+00:00
22,"22,879835","6,0082436","0,629","28,88","34,37","3,9","2,8360002",11,"-0,25811633","34,666553","31,120726",100,0,2021-03-02 02:30:00+00:00
22,"22,879835","6,0082436","0,624","29,31","35,12","4,1","2,88","13,3","-0,5410875","35,41134","31,230524",100,0,2021-03-02 02:45:00+00:00
22,"22,879835","6,0082436","0,63600004","29,55","34,88","3,7","2,854","12,1","-0,65795195","35,2073","31,433786",100,0,2021-03-02 03:00:00+00:00
22,"22,879835","6,0082436","0,634","29,66","34,19","3,2","2,88","9,2","-0,5771581","34,597713","31,646498",100,0,2021-03-02 03:15:00+00:00
22,"22,879835","6,0082436","0,63600004","29,55","34,78","3,8","2,8400002","10,5","-0,59433174","35,125313","31,646498",100,0,2021-03-02 03:30:00+00:00
22,"22,879835","11,272049","0,84000003","28,859999","35,13",6,"2,9510002","13,5","-0,74709576","35,43745","31,222643",100,0,2021-03-02 03:45:00+00:00
22,"22,774559","11,272049","0,84000003","29,81","35,16","4,9","2,8030002","12,400001","-0,7601983","35,52243","31,42739",100,0,2021-03-02 04:00:00+00:00
22,"22,774559","11,272049","0,84000003","29,929998","34,18","4,1","3,0370002",10,"-0,9314224","34,60246","31,539059",100,0,2021-03-02 04:15:00+00:00
22,"22,774559","11,272049","0,85200006","29,849998","34,02",4,"3,2","11,900001","-0,9589358","34,287918","30,918427",100,0,2021-03-02 04:30:00+00:00
22,"22,878021","6,098938","0,846","29,689999","34,79","5,1","3,2400002","14,3","-1,1054406","35,123775","30,915043",100,0,2021-03-02 04:45:00+00:00
22,"22,878021","6,098938","0,84000003","29,91","35,1","5,1","3,2","14,2","-1,1575203","35,46132","31,22156",100,0,2021-03-02 05:00:00+00:00
22,"22,878021","6,098938","0,85200006","30,05","35,71","5,4","3,2400002","17,2","-1,1615317","35,972443","31,222635",100,0,2021-03-02 05:15:00+00:00
22,"22,878021","6,098938","0,84200007","30,289999","34,75","4,2000003","3,2400002","13,3","-1,1625321","35,31735","31,42739",100,0,2021-03-02 05:30:00+00:00
22,"22,878021","6,098938","0,82800007","30,21","34,649998","4,2000003","3,1970003","11,5","-1,2500907","34,888645","31,535063",100,0,2021-03-02 05:45:00+00:00
22,"22,878021","6,098938","0,83900005","30,14","35,8","5,5","3,203","16,4","-1,1698722","36,128708","31,430037",100,0,2021-03-02 06:00:00+00:00
22,"21,642494","72,89801","1,176","29,14","35,57","8,8","3,548","17,9","-0,9464467","35,935802","31,116676",100,0,2021-03-02 06:15:00+00:00
22,"21,332678","88,55667","1,176","29,99","33,94","5,3","3,4800003","12,1","-0,48992932","34,36621","31,114279",100,0,2021-03-02 06:30:00+00:00
22,"21,126705","93,66474","1,1960001","29,81","35,469997","7,7000003","3,5590003","17,6","0,049947727","35,72668","31,111027",100,0,2021-03-02 06:45:00+00:00
22,"21,095163","84,957695","1,1810001","30,09","35,91","7,7000003","3,5460002","19,6","0,6866011","36,2185","31,323006",100,"0,483333333333333",2021-03-02 07:00:00+00:00
22,"21,918615","49,0263","1,195","30,429998","35,46","6,5","3,3190002","15,7","1,2866143","35,81648","31,641432",100,"0,483333333333333",2021-03-02 07:15:00+00:00
22,"22,019024","38,851547","1,1880001","30,48","34,79","5,9","3,3590002","12,1","1,929043","35,074104","31,740957",100,"0,483333333333333",2021-03-02 07:30:00+00:00
22,"22,631987","18,40067","1,187","30,38","35,89","7,8","3,3600001",16,"2,589467","36,12897","31,740957",100,"0,483333333333333",2021-03-02 07:45:00+00:00
22,"22,736885","2,6615143","1,1980001","30,609999","36,11","7,5","3,361","17,5","3,2471018","36,431965","31,852633",100,1,2021-03-02 08:00:00+00:00
22,"23,153446",0,"1,1040001","30,84","35,2","5,1","3,2800002","13,3","3,9475346","35,485523","32,054977",100,1,2021-03-02 08:15:00+00:00
22,"23,353474",0,"1,1040001","30,699999","35,239998","5,7000003","3,3200002","12,6","4,742015","35,37598","31,954174",100,1,2021-03-02 08:30:00+00:00
22,"23,658152",0,"1,092","30,64","36,2","6,9","3,2680001","16,5","5,6311693","36,523853","31,950169",100,1,2021-03-02 08:45:00+00:00
22,"23,759783",0,"1,1040001","30,96","36,059998","6,2000003","3,2800002","15,5","6,5632234","36,30782","32,052155",100,1,2021-03-02 09:00:00+00:00
22,"24,072975",0,"0,8880001","30,929998","34,829998","3,9","3,0830002","9,900001","7,543002","35,15314","32,16078",100,1,2021-03-02 09:15:00+00:00
22,"24,282564",0,"0,569","30,51","35,52","3,3","2,762","10,2","8,476252","35,86848","32,370102",100,1,2021-03-02 09:30:00+00:00
22,"24,477064",0,"0,51600003","30,689999","36,219997","3,2","2,7600002","12,400001","9,444288","36,499477","32,370102",100,1,2021-03-02 09:45:00+00:00
22,"24,781063",0,"0,51600003","30,71","35,989998",3,"2,4150002","9,900001","10,039191","36,410007","32,68235",100,1,2021-03-02 10:00:00+00:00
22,"25,088966",0,"0,51600003","30,609999","35,239998","2,7","2,301","6,9","10,735276","35,568768","32,788445","93,27271",1,2021-03-02 10:15:00+00:00
22,"25,088966",0,"0,263","30,769999","34,399998",1,"0,95900005","3,6000001","11,528618","34,62458","32,895622","48,052635",1,2021-03-02 10:30:00+00:00
22,"25,193546",0,"0,27600002","30,41","32,02","0,4","0,049000002","0,6","12,168695","32,34714","31,84974","8,140005",1,2021-03-02 10:45:00+00:00
22,"25,193546",0,"0,263","29,97","30,25","0,1",0,0,"12,766837","30,677462","30,305567",0,1,2021-03-02 11:00:00+00:00
22,"25,299332",0,"0,096","29,33","29,49",0,0,0,"13,359669","29,837904","29,578623",0,1,2021-03-02 11:15:00+00:00
22,"25,299332",0,"0,096","28,76",29,0,0,0,"13,978406","29,424543","29,157883",0,1,2021-03-02 11:30:00+00:00
22,"25,605154",0,"0,095000006","27,92","28,67",0,0,0,"14,652303","29,111544","28,846642",0,1,2021-03-02 11:45:00+00:00
22,"25,70764",0,0,"27,74","28,55",0,0,0,"14,79898","29,111544","28,846642",0,1,2021-03-02 12:00:00+00:00
22,"25,70764",0,0,"27,64","28,42",0,0,0,"15,310438","29,00564","28,846642",0,1,2021-03-02 12:15:00+00:00
22,"25,809658",0,0,"27,55","28,289999",0,0,0,"15,638435","29,00564","28,739872",0,1,2021-03-02 12:30:00+00:00
22,"25,809658",0,0,"27,439999","28,17",0,0,0,"15,852836","28,798677","28,63771",0,1,2021-03-02 12:45:00+00:00
22,"25,911804",0,0,"27,369999","28,07",0,0,0,"15,83616","28,379976","28,215784",0,1,2021-03-02 13:00:00+00:00
22,"25,911804",0,0,"27,279999","27,96",0,0,0,"15,924978","28,379976","28,1155",0,1,2021-03-02 13:15:00+00:00
22,"25,911804",0,0,"27,199999","27,849998",0,0,0,"15,946331","28,173092","27,907206",0,1,2021-03-02 13:30:00+00:00
22,"25,911804",0,0,"27,119999","27,75",0,0,0,"15,920726","28,06728","27,907206",0,1,2021-03-02 13:45:00+00:00
22,"25,911804",0,0,"27,05","27,64",0,0,0,"15,88677","28,06728","27,802998",0,1,2021-03-02 14:00:00+00:00
22,"25,911804",0,0,"26,98","27,539999",0,0,0,"15,956768","27,96055","27,802998",0,1,2021-03-02 14:15:00+00:00
22,"25,911804",0,0,"26,9","27,439999",0,0,0,"15,834186","27,860455","27,701693",0,1,2021-03-02 14:30:00+00:00
22,"25,911804",0,0,"26,83","27,369999",0,0,0,"15,761258","27,860455","27,701693",0,1,2021-03-02 14:45:00+00:00
22,"25,808865",0,0,"26,769999","27,269999",0,0,0,"15,51962","27,860455","27,701693",0,1,2021-03-02 15:00:00+00:00
22,"25,701376",0,0,"26,699999","27,17",0,0,0,"15,402999","27,860455","27,701693",0,1,2021-03-02 15:15:00+00:00
22,"25,701376",0,0,"26,63","27,09",0,0,0,"15,345699","27,860455","27,701693",0,1,2021-03-02 15:30:00+00:00
22,"25,594545",0,0,"26,56","27,01",0,0,0,"15,061875","27,860455","27,701693",0,1,2021-03-02 15:45:00+00:00
22,"25,489447",0,0,"26,49","26,939999",0,0,0,"14,623178","28,065006","27,906492",0,"0,983333333333333",2021-03-02 16:00:00+00:00
22,"25,284874",0,0,"26,43","26,9",0,0,0,"14,047729","28,172016","27,906492",0,"0,983333333333333",2021-03-02 16:15:00+00:00
22,"25,183916",0,0,"26,359999","26,88",0,0,0,"13,528454","28,172016","27,906492",0,"0,983333333333333",2021-03-02 16:30:00+00:00
22,"24,980469",0,0,"26,3","26,88",0,0,0,"13,111519","28,172016","27,906492",0,"0,983333333333333",2021-03-02 16:45:00+00:00
22,"24,980469",0,0,"26,26","26,869999",0,"0,045","0,2","12,388034","28,172016","27,906492","17,200306","0,416666666666667",2021-03-02 17:00:00+00:00
22,"24,980469",0,0,"26,199999","26,949999",0,"0,62200004","3,7","11,854253","30,154556","28,43118","47,00815","0,416666666666667",2021-03-02 17:15:00+00:00
22,"24,980469",0,0,"26,13","27,8",0,"1,2","4,2000003","11,367253","31,509325","29,471104","74,13975","0,416666666666667",2021-03-02 17:30:00+00:00
22,"24,878572",0,0,"26,099998","29,269999",0,"1,6850001","6,6","10,582562","34,02162","30,622774","89,977036","0,416666666666667",2021-03-02 17:45:00+00:00
22,"24,776064",0,0,"26,039999","30,689999",0,"1,7600001","7,7000003","9,662571","35,780178","31,662556",100,0,2021-03-02 18:00:00+00:00
22,"24,671877",0,0,"25,99","31,57",0,"1,7600001","6,2000003","8,879664","36,09397","32,603745",100,0,2021-03-02 18:15:00+00:00
22,"24,671877",0,"0,08400001","25,93","35,62","0,90000004","1,7900001","5,1","8,342627","35,88461","33,114025",100,0,2021-03-02 18:30:00+00:00
20,"24,358501",0,0,"25,96","36,239998",0,"1,7750001","6,4","7,98115","36,621548","33,23167",100,0,2021-03-02 18:45:00+00:00
20,"24,154999",0,0,"25,91","35,76",0,"1,7800001","6,9","7,470846","37,131508","33,435223",100,0,2021-03-02 19:00:00+00:00
20,"24,154999",0,0,"25,859999","35,35",0,"1,7850001","4,6","6,8990397","36,41258","33,843887",100,0,2021-03-02 19:15:00+00:00
20,"24,054012",0,0,"25,84","35,079998",0,"1,7590001","5,8","6,4215465","37,043427","33,84463",100,0,2021-03-02 19:30:00+00:00
20,"23,952286",0,0,"25,97","34,85",0,"1,7600001","6,9","5,9987993","37,462894","33,739647",100,0,2021-03-02 19:45:00+00:00
20,"23,952286",0,0,"26,119999","34,829998",0,"1,7950001","4,8","5,356778","36,621464","33,944126",100,0,2021-03-02 20:00:00+00:00
20,"23,850807",0,0,"26,26","34,8",0,"1,7590001","5,4","4,9070673","37,038673","33,944954",100,0,2021-03-02 20:15:00+00:00
20,"23,749372",0,0,"26,34","34,559998",0,"1,7600001","6,8","4,671427","37,548702","33,834824",100,0,2021-03-02 20:30:00+00:00
20,"23,749372",0,0,"26,43","34,61",0,"1,7800001","5,3","4,421338","36,93395","34,0449",100,0,2021-03-02 20:45:00+00:00
20,"23,645758",0,0,"26,519999","34,69",0,"1,72","4,8","4,117925","36,82999","34,151295",100,0,2021-03-02 21:00:00+00:00
